House_Name,Location,Municipality,House_type,Release_form,Rooms,Floor,Total_no_Floors,Lift,Balcony,Living_area,Plot_area,Other_area,Built_on,Charge,Operating_cost,Sold_date,Starting_price,Price_Change,Final_Price
"Spelmansgatan 59D",Centralt,Kristinehamn,Lägenhet,Bostadsrätt,2,2,3,No,Yes,60.5,0,0,1951-2000,3896.00,3108.00,2024-07-10,0.30,0.00,0.30
"Söderbytorpsgatan 2",Vendelsö,Haning,Lägenhet,Bostadsrätt,2,0,0,No,Yes,42.5,0,0,2011-present,8808.00,13750.00,2024-07-10,1.60,0.26,1.34
"Storgatan 55D",Torshälla,Eskilstun,Lägenhet,Bostadsrätt,2,1,3,No,Yes,53.5,0,0,1900-1950,3143.00,3720.00,2024-07-10,0.65,0.01,0.64
"Ahlbergers väg 6",Högbrunn,Nyköping,Lägenhet,Bostadsrätt,3,2,6,Yes,Yes,62,0,0,1951-2000,4257.00,5028.00,2024-07-10,1.10,0.00,1.10
"Sibeliusgången 34, 2 tr",Akalla,Stockholm,Lägenhet,Bostadsrätt,2,2,0,Yes,Yes,45,0,0,1951-2000,3233.00,13750.00,2024-07-10,1.75,-0.11,1.86
"Blomstergatan 35",Gideonsberg,Västerå,Lägenhet,Bostadsrätt,2,4,0,No,Yes,62,0,0,2011-present,4266.00,13750.00,2024-07-10,1.00,0.41,0.59
"Wetterlinsgatan 26B",Falköping,Falköping,Lägenhet,Bostadsrätt,3,1,3,No,Yes,70,0,0,1951-2000,5349.00,10992.00,2024-07-10,0.24,0.00,0.24
"Lojovägen 84",Rudboda,Liding,Lägenhet,Bostadsrätt,4,2,4,Yes,Yes,92,0,0,2011-present,6259.00,13750.00,2024-07-10,6.85,0.00,6.85
"Drottninggatan 32D",Jakobsberg,Västerå,Lägenhet,Bostadsrätt,2,3,3,Yes,Yes,55,0,0,2011-present,4266.00,13750.00,2024-07-10,1.20,-0.02,1.22
"Dalgårdsgatan 8 A",Dalen,Boxholm,Lägenhet,Bostadsrätt,3,3,3,No,Yes,79,0,0,1951-2000,3239.00,3600.00,2024-07-10,0.80,-0.05,0.84
"Ekedalsvägen 15A",Jakobsberg,Järfäll,Lägenhet,Bostadsrätt,3,0,3,Yes,Yes,55,0,0,1951-2000,4123.00,13750.00,2024-07-10,1.60,0.08,1.52
"Nyängsvägen 2",Tullinge,Botkyrk,Lägenhet,Bostadsrätt,3,2,4,Yes,Yes,75,0,0,2011-present,5555.00,7800.00,2024-07-10,2.80,0.00,2.80
"Mjölnergatan 14",Märsta,Sigtun,Lägenhet,Bostadsrätt,2,6,7,Yes,Yes,36,0,0,2011-present,3154.00,9804.00,2024-07-10,1.00,-0.10,1.09
"Tellusgatan 41",Bergsjön,Göteborg,Lägenhet,Bostadsrätt,1,7,9,Yes,Yes,40,0,0,2011-present,3169.00,8352.00,2024-07-10,0.98,0.00,0.98
"Lasarettsgatan 40A",Centrum,Gällivar,Lägenhet,Bostadsrätt,1,1,3,No,Yes,44.5,0,0,1951-2000,4281.00,2400.00,2024-07-10,0.80,0.12,0.68
"Storvretsvägen 45",Skogås,Hudding,Lägenhet,Bostadsrätt,4,2,2,No,Yes,96,0,0,2011-present,3960.00,13750.00,2024-07-10,1.75,0.35,1.40
"Karlagatan 34",Herrhagen,Karlstad,Lägenhet,Bostadsrätt,3,2,4,Yes,Yes,80,0,0,1951-2000,5612.00,7536.00,2024-07-10,1.75,-0.10,1.85
"Vardövägen 86",Vega,Haning,Lägenhet,Bostadsrätt,2,0,4,Yes,Yes,55,0,0,2011-present,3655.00,13750.00,2024-07-10,2.30,-0.05,2.34
"Ersåsbacken 68",Önnered,Göteborg,Lägenhet,Bostadsrätt,2,2,2,No,Yes,65,0,0,2011-present,4140.00,13750.00,2024-07-10,2.95,-0.15,3.10
"Blidvädersgränd 2 E",Fasseröd,Uddevall,Lägenhet,Bostadsrätt,3,2,2,No,Yes,70,0,0,2011-present,4800.00,13750.00,2024-07-10,1.70,-0.15,1.84
"Ehrensvärdsgatan 6",Kungsholmen,Stockholm,Lägenhet,Bostadsrätt,1,5,6,Yes,No,29,0,0,1900-1950,1382.00,4500.00,2024-07-10,3.00,0.31,2.69
"Inteckningsvägen 21",Hägerstensåsen,Stockholm,Lägenhet,Bostadsrätt,2,2,3,No,Yes,51,0,0,1900-1950,3267.00,13750.00,2024-07-10,3.00,-0.10,3.09
"Gethes väg 4",SödraKalmar,Kalma,Lägenhet,Bostadsrätt,2,2,3,No,Yes,52.5,0,0,1951-2000,3665.00,3600.00,2024-07-10,1.05,0.00,1.05
"Tallvägen 9A",Bredsand,Sundsvall,Lägenhet,Bostadsrätt,2,2,7,Yes,Yes,63,0,0,1951-2000,4545.00,1248.00,2024-07-10,0.65,-0.01,0.66
"Elisetorpsvägen 17B",Arlöv,Burlöv,Lägenhet,Bostadsrätt,2,7,9,Yes,Yes,61.5,0,0,1951-2000,3369.00,1800.00,2024-07-10,1.10,0.00,1.10
"Framnäsbacken 24",Skytteholm,Soln,Lägenhet,Bostadsrätt,1,1,6,Yes,No,25,0,0,1951-2000,1181.00,7400.00,2024-07-10,1.90,-0.05,1.94
"Vintergatan 2D",Sundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,2,4,7,Yes,Yes,40,0,0,2011-present,3273.00,4300.00,2024-07-10,3.00,0.11,2.89
"Södra Långgatan 79D",Kvarnholmen,Kalma,Lägenhet,Bostadsrätt,1,2,3,Yes,Yes,40,0,0,1900-1950,2897.00,4800.00,2024-07-10,1.40,-0.02,1.42
"Nordenskiöldsgatan 6",Linné,Göteborg,Lägenhet,Bostadsrätt,2,6,8,Yes,Yes,64.9,0,0,1951-2000,4279.00,3250.00,2024-07-10,4.00,0.31,3.69
"Järnåkravägen 7C",Järnåkra,Lund,Lägenhet,Bostadsrätt,3,2,4,No,Yes,88.2,0,0,1951-2000,3733.00,13750.00,2024-07-10,3.00,0.06,2.94
"Sparbanksvägen 81",Hägerstensåsen,Stockholm,Lägenhet,Bostadsrätt,2,1,3,No,Yes,51,0,0,1900-1950,3947.00,5500.00,2024-07-10,2.50,0.18,2.32
"Sandfjärdsgatan 10",Årsta,Stockholm,Lägenhet,Bostadsrätt,4,6,0,Yes,Yes,88,0,0,1951-2000,4200.00,3000.00,2024-07-10,4.00,0.13,3.87
"Gibraltargatan 60",Johanneberg,Göteborg,Lägenhet,Bostadsrätt,1,4,5,Yes,Yes,31,0,0,1900-1950,2482.00,3900.00,2024-07-10,2.50,-0.10,2.59
"Hägerstensvägen 185, 2 tr.",Aspudden/Örnsberg,Stockholm,Lägenhet,Bostadsrätt,2,2,3,No,Yes,48,0,0,1900-1950,3332.00,4351.00,2024-07-10,3.00,0.11,2.89
"Ugglevägen 14C",Orrängen,Oskarshamn,Lägenhet,Bostadsrätt,1,1,3,Yes,No,35,0,0,1951-2000,2809.00,3000.00,2024-07-10,0.48,0.05,0.43
"Östra brinkvägen 43",VästPåStan,Ume,Lägenhet,Bostadsrätt,3,1,3,No,Yes,78,0,0,1951-2000,3569.00,13750.00,2024-07-10,2.80,0.06,2.74
"Strömgatan 5C",Centralt,Kalma,Lägenhet,Bostadsrätt,3,2,3,No,No,113,0,0,"Before 1900s",6890.00,7500.00,2024-07-10,3.20,0.00,3.20
"Värnamovägen 3",Granloholm,Sundsvall,Lägenhet,Bostadsrätt,1,2,4,Yes,Yes,57,0,0,1951-2000,4695.00,1740.00,2024-07-10,0.68,-0.04,0.71
"Geodetgatan 29",Hemlingby,Gävl,Lägenhet,Bostadsrätt,3,3,3,Yes,Yes,72,0,0,2011-present,8964.00,13750.00,2024-07-10,1.72,-0.04,1.76
"Gröna gatan 13A",Torpa,Jönköping,Lägenhet,Bostadsrätt,1,2,3,No,No,24,0,0,1900-1950,1864.00,13750.00,2024-07-10,1.30,-0.03,1.32
"Limhamnsvägen 10A",Ribersborg,Malm,Lägenhet,Bostadsrätt,4,7,10,Yes,Yes,89,0,0,1951-2000,6557.00,13750.00,2024-07-10,5.30,0.00,5.30
"Hallandsgatan 37",Slottsjorden,Halmstad,Lägenhet,Bostadsrätt,3,2,2,No,Yes,59,0,0,1900-1950,3402.00,7800.00,2024-07-09,1.80,0.00,1.80
"Theodor Hellmans Väg 60",Murberget,Härnösand,Lägenhet,Bostadsrätt,2,1,3,No,Yes,64.7,0,0,1951-2000,3460.00,2052.00,2024-07-09,0.32,-0.01,0.33
"Bygdegatan 407",Lambohov,Linköping,Lägenhet,Bostadsrätt,2,2,2,No,Yes,77,0,0,1951-2000,4541.00,5400.00,2024-07-09,1.20,0.01,1.19
"Kungsgatan 15A",Centralt,Hörb,Lägenhet,Bostadsrätt,2,2,3,No,Yes,54.5,0,0,1951-2000,4782.00,5230.00,2024-07-09,0.75,-0.02,0.76
"Slåtterbalksgatan 31",Åkerbruket,Svedal,Lägenhet,Bostadsrätt,2,1,4,Yes,Yes,55,0,0,2011-present,4970.00,4624.00,2024-07-09,1.60,0.00,1.60
"Lindormsgatan 3",Sjöbo,Borå,Lägenhet,Bostadsrätt,2,2,3,No,Yes,52,0,0,1951-2000,3768.00,120.00,2024-07-09,0.80,-0.05,0.84
"Kärrets väg 9 A",Arvidstorp,Falkenberg,Lägenhet,Bostadsrätt,3,2,3,No,Yes,72.5,0,0,1951-2000,5448.00,5546.00,2024-07-09,1.15,-0.05,1.20
"Mörsilsgatan 28",VällingbyCentrum,Stockholm,Lägenhet,Bostadsrätt,4,0,3,No,Yes,78,0,0,1951-2000,4871.00,3600.00,2024-07-09,2.70,0.23,2.47
"Ögontröstgatan 1A",CentralaHisingen,Göteborg,Lägenhet,Bostadsrätt,2,1,4,No,No,50,0,0,1900-1950,3042.00,4200.00,2024-07-09,2.00,0.00,2.00
"Växthusvägen 17",Bro,Upplands-Bro,Lägenhet,Bostadsrätt,3,3,3,Yes,Yes,69,0,0,2011-present,5278.00,4800.00,2024-07-09,1.90,-0.12,2.02
"Gransikagatan 8C",Norrmalm,Skövd,Lägenhet,Bostadsrätt,3,2,3,No,Yes,84,0,0,1900-1950,4765.00,4461.00,2024-07-09,2.00,0.26,1.74
"Näckrosvägen 22",Råsunda,Soln,Lägenhet,Bostadsrätt,2,0,0,No,Yes,53.5,0,0,1900-1950,3385.00,5160.00,2024-07-09,3.40,0.21,3.19
"Wargentinsgatan 5D, Vån 4 - Ö.G",Kungsholmen,Stockholm,Lägenhet,Bostadsrätt,2,4,5,Yes,No,40,0,0,1900-1950,2482.00,3702.00,2024-07-09,4.25,0.45,3.80
"Ola hanssonsgatan 3",Kristineberg,Stockholm,Lägenhet,Bostadsrätt,1,1,3,No,Yes,28,0,0,1900-1950,1880.00,2000.00,2024-07-09,2.50,0.21,2.29
"Västerleden 130",Västerleden,Enköping,Lägenhet,Bostadsrätt,4,1,3,No,Yes,100,0,0,1951-2000,6422.00,8400.00,2024-07-09,1.40,-0.14,1.53
"Jutevägen 12",Dalvik,Jönköping,Lägenhet,Bostadsrätt,3,3,3,No,Yes,79.5,0,0,1951-2000,4648.00,5400.00,2024-07-09,1.65,-0.03,1.68
"Svedjevägen 7 C",Björksta,Fagerst,Lägenhet,Bostadsrätt,2,3,3,No,Yes,51,0,0,2011-present,5500.00,13750.00,2024-07-09,0.25,-0.03,0.28
"Börjegatan 1B",FrämreLuthagen,Uppsal,Lägenhet,Bostadsrätt,1,2,5,Yes,Yes,20,0,0,1900-1950,1302.00,3000.00,2024-07-09,1.80,0.11,1.69
"Petterslundsgatan 33",Fålhagen,Uppsal,Lägenhet,Bostadsrätt,3,1,3,No,Yes,82.4,0,0,1951-2000,3458.00,8844.00,2024-07-09,2.99,0.11,2.88
"Hansagatan 5",Centralt,Tre,Lägenhet,Bostadsrätt,2,2,4,No,Yes,52,0,0,1900-1950,4220.00,3528.00,2024-07-09,1.28,-0.08,1.35
"Apotekaregatan 4A",CentralaLinköping,Linköping,Lägenhet,Bostadsrätt,2,3,4,No,No,72,0,0,1900-1950,4129.00,6120.00,2024-07-09,3.10,0.00,3.10
"Torsvägen 3",Lövskatan,Lule,Lägenhet,Bostadsrätt,2,2,2,No,Yes,55,0,0,1900-1950,3300.00,1215.00,2024-07-09,1.30,-0.15,1.44
"Skolvägen 7 B",ÅkersbergaCentralt,Österåker,Lägenhet,Bostadsrätt,1,1,4,Yes,Yes,47.5,0,0,1951-2000,3319.00,7200.00,2024-07-09,1.60,-0.10,1.69
"Myrstuguvägen 261",Myrstuguberget,Hudding,Lägenhet,Bostadsrätt,3,1,4,Yes,Yes,82.5,0,0,1951-2000,6786.00,4200.00,2024-07-09,2.00,0.12,1.88
"Jämtlandsgatan 107",VällingbyParkstad/Råcksta,Stockholm,Lägenhet,Bostadsrätt,1,0,0,Yes,Yes,36,0,0,2011-present,2503.00,7393.00,2024-07-09,1.80,0.12,1.68
"Emmy Rappes gata 2, 8 tr",VasastanHagastaden,Stockholm,Lägenhet,Bostadsrätt,2,8,0,Yes,Yes,39,0,0,2011-present,2572.00,13750.00,2024-07-09,3.90,0.56,3.34
"Solvändan 2B",Haga,Ume,Lägenhet,Bostadsrätt,2,1,3,No,Yes,54.7,0,0,1900-1950,3551.00,4364.00,2024-07-09,1.85,0.00,1.85
"Västra stallmästaregatan 24A",Slottsstaden,Malm,Lägenhet,Bostadsrätt,4,1,4,No,Yes,100,0,0,1900-1950,5355.00,11400.00,2024-07-09,4.20,-0.20,4.40
"Allévägen 3B",Barrsätra,Sandviken,Lägenhet,Bostadsrätt,2,0,0,No,Yes,52.5,0,0,1900-1950,3721.00,5200.00,2024-07-09,0.70,-0.07,0.77
"Rosengatan 3B, vån 3/3",CentralaSundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,1,3,3,No,Yes,33,0,0,1900-1950,3375.00,13750.00,2024-07-09,2.40,0.05,2.35
"Skogsgatan 7A",Centralt,Örnsköldsvik,Lägenhet,Bostadsrätt,2,1,3,No,Yes,50.5,0,0,1951-2000,3706.00,3800.00,2024-07-09,0.90,-0.09,0.98
"Kabelverksgatan 44",Älvsjöstaden,Stockholm,Lägenhet,Bostadsrätt,2,4,6,Yes,Yes,48,0,0,2011-present,3776.00,13750.00,2024-07-09,2.80,0.12,2.68
"Regnvädersgatan 3",Biskopsgården,Göteborg,Lägenhet,Bostadsrätt,3,7,7,Yes,Yes,72,0,0,1951-2000,3672.00,5400.00,2024-07-09,1.40,-0.05,1.44
"Magistergatan 41C",Hörby,Hörb,Lägenhet,Bostadsrätt,3,1,1,No,Yes,80.5,0,0,1951-2000,3865.00,25867.00,2024-07-09,1.10,-0.13,1.23
"Husebygatan 3B",Oxelbergen,Norrköping,Lägenhet,Bostadsrätt,3,4,4,No,Yes,73,0,0,1900-1950,4270.00,4380.00,2024-07-09,1.58,-0.15,1.73
"Silverdalsstråket 7",Silverdal,Sollentun,Lägenhet,Bostadsrätt,2,2,3,Yes,Yes,44,0,0,2011-present,3668.00,5220.00,2024-07-09,2.70,-0.10,2.79
"Eriksgatan 25B",Centrum,Älmhult,Lägenhet,Bostadsrätt,1,3,3,Yes,Yes,41,0,0,1951-2000,4694.00,2940.00,2024-07-09,0.44,-0.02,0.46
"Sågverksvägen 35",Östertälje,Södertälj,Lägenhet,Bostadsrätt,2,0,0,No,Yes,41,0,0,2011-present,4266.00,13750.00,2024-07-09,2.15,-0.03,2.18
"Rådhusgatan 95A",Centralt,Östersund,Lägenhet,Bostadsrätt,2,3,3,No,Yes,57.5,0,0,1900-1950,3850.00,13750.00,2024-07-09,1.15,0.00,1.15
"Sallerupsvägen 212A",Husie,Malm,Lägenhet,Bostadsrätt,3,4,4,Yes,Yes,75,0,0,2011-present,2196.00,13750.00,2024-07-09,1.85,-0.08,1.92
"Ångermannagatan 158",VällingbyCentrum,Stockholm,Lägenhet,Bostadsrätt,3,0,10,Yes,Yes,76,0,0,1951-2000,5893.00,3240.00,2024-07-09,2.50,0.00,2.50
"Årgångsgatan 7, 2 tr!",Liljeholmskajen,Stockholm,Lägenhet,Bostadsrätt,3,2,7,Yes,Yes,83,0,0,2011-present,5624.00,10050.00,2024-07-09,5.80,0.00,5.80
"Källbergsvägen 36",Surahammar,Surahammar,Lägenhet,Bostadsrätt,1,3,3,No,No,26.3,0,0,1951-2000,2324.00,404.00,2024-07-09,0.30,-0.06,0.35
"Sjöviksvägen 124, 3 tr",Liljeholmskajen,Stockholm,Lägenhet,Bostadsrätt,2,3,8,Yes,Yes,54,0,0,2011-present,3747.00,7850.00,2024-07-09,4.10,0.11,3.99
"Skvadronsgatan 6",SödraEkkällan,Linköping,Lägenhet,Bostadsrätt,4,4,5,Yes,Yes,105,0,0,2011-present,6605.00,13750.00,2024-07-09,3.60,0.23,3.37
"Industrivägen 26",Centralt,UpplandsVäsb,Lägenhet,Bostadsrätt,3,2,6,Yes,Yes,75,0,0,1951-2000,4609.00,6420.00,2024-07-09,2.00,-0.10,2.09
"Guldbrandsgatan 32",Trandared,Borå,Lägenhet,Bostadsrätt,2,4,4,No,Yes,62,0,0,1951-2000,3275.00,4360.00,2024-07-09,1.20,-0.10,1.29
"Eskilsgatan 3B",Fålhagen,Uppsal,Lägenhet,Bostadsrätt,1,1,4,No,Yes,38.5,0,0,1900-1950,2915.00,13750.00,2024-07-09,1.60,0.13,1.47
"Täljövikstorget 1",Täljö,Österåker,Lägenhet,Bostadsrätt,3,2,2,Yes,Yes,96,0,0,2011-present,6224.00,13750.00,2024-07-09,3.90,-0.10,3.99
"Sjöviksvägen 34, 4 tr!",Liljeholmskajen,Stockholm,Lägenhet,Bostadsrätt,4,4,6,Yes,Yes,101.5,0,0,2001-2010,5620.00,10700.00,2024-07-09,7.80,0.28,7.52
"Parternas gränd 63",Fredslyckan,Lund,Lägenhet,Bostadsrätt,2,4,4,Yes,Yes,48,0,0,2001-2010,4816.00,13750.00,2024-07-09,1.70,0.01,1.69
"Åsgatan 10",Avesta,Avest,Lägenhet,Bostadsrätt,3,2,7,Yes,Yes,74,0,0,1951-2000,3212.00,6960.00,2024-07-09,0.75,0.06,0.70
"Hemmansgatan 95",Anderstorp,Skellefte,Lägenhet,Bostadsrätt,2,0,0,No,No,56.5,0,0,2011-present,12336.00,13750.00,2024-07-09,1.05,0.11,0.94
"Fasanvägen 5D",Perstorp,Perstorp,Lägenhet,Bostadsrätt,2,3,3,No,Yes,52,0,0,1951-2000,3959.00,7836.00,2024-07-09,0.19,-0.01,0.20
"Lillgårdens Gränd 3",NyaHovås,Göteborg,Lägenhet,Bostadsrätt,4,3,6,Yes,Yes,84.5,0,0,2011-present,5433.00,8290.00,2024-07-09,4.45,-0.15,4.60
"Fjällnäsgränd 40C",Fjällnäs,Gällivar,Lägenhet,Bostadsrätt,2,1,2,No,Yes,63,0,0,1951-2000,5069.00,3000.00,2024-07-09,0.95,0.25,0.70
"Fadderortsgatan 2",Rud,Karlstad,Lägenhet,Bostadsrätt,3,8,8,Yes,Yes,77,0,0,1951-2000,4632.00,13750.00,2024-07-09,1.10,-0.10,1.19
"Bellmansgatan 114",LÖTEN,Uppsal,Lägenhet,Bostadsrätt,1,1,3,No,Yes,29.5,0,0,1951-2000,2125.00,3600.00,2024-07-09,1.20,-0.02,1.22
"Tångringsgatan 6C",Hagalund,Borläng,Lägenhet,Bostadsrätt,3,1,3,No,Yes,68.5,0,0,2011-present,4629.00,13750.00,2024-07-09,1.43,-0.13,1.55
"Kungsgårdsvägen 26A",Skälby,Kalma,Lägenhet,Bostadsrätt,3,3,3,Yes,Yes,82.5,0,0,1951-2000,6444.00,3600.00,2024-07-09,1.10,0.00,1.10
"Sjöbackevägen 24",Billdal,Göteborg,Lägenhet,Bostadsrätt,4,2,3,Yes,Yes,103,0,0,2011-present,6193.00,12800.00,2024-07-09,4.69,0.06,4.63
"Muréngatan 20 B",Söder,Gävl,Lägenhet,Bostadsrätt,2,2,0,Yes,Yes,55.3,0,0,2011-present,4266.00,13750.00,2024-07-09,1.65,0.15,1.50
"Finnbergsvägen 2",Finnberget,Nack,Lägenhet,Bostadsrätt,3,1,5,Yes,Yes,67,0,0,1900-1950,4021.00,5040.00,2024-07-09,3.65,0.28,3.38
"Jörgen Ankersgatan 3A",Davidshall,Malm,Lägenhet,Bostadsrätt,3,2,6,Yes,Yes,75,0,0,2011-present,12276.00,13750.00,2024-07-09,3.70,0.10,3.60
"Bohusgatan 26",Heden,Göteborg,Lägenhet,Bostadsrätt,4,0,0,No,Yes,117,0,0,2011-present,9864.00,13750.00,2024-07-09,5.35,0.36,4.99
"Ammonitgatan 1",Norr,Gotland,Lägenhet,Bostadsrätt,2,1,5,Yes,Yes,50,0,0,2011-present,3959.00,5304.00,2024-07-09,1.98,-0.05,2.03
"Sköndalsvägen 111",Sköndal,Stockholm,Lägenhet,Bostadsrätt,4,3,4,Yes,Yes,85,0,0,2011-present,5949.00,13750.00,2024-07-09,4.00,0.78,3.22
"Gransätragränd 33",Sätra,Stockholm,Lägenhet,Bostadsrätt,3,2,2,No,Yes,89.5,0,0,1951-2000,5663.00,13750.00,2024-07-09,2.60,-0.22,2.81
"Tulegatan 29A",CentralaSundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,2,2,5,Yes,Yes,37,0,0,1900-1950,2756.00,600.00,2024-07-09,2.75,0.17,2.58
"Kalkstensvägen 8",Kalkbrottet/Limhamn,Malm,Lägenhet,Bostadsrätt,2,3,4,Yes,Yes,54,0,0,2011-present,3391.00,13750.00,2024-07-09,2.10,0.08,2.02
"Mariehamnsgatan 26",Akalla,Stockholm,Lägenhet,Bostadsrätt,3,0,0,No,Yes,85,0,0,2011-present,4266.00,13750.00,2024-07-09,2.10,-0.20,2.29
"Stadsgårdsvägen 9",Holmängen,Vänersborg,Lägenhet,Bostadsrätt,5,0,0,No,Yes,110,0,0,2011-present,25884.00,13750.00,2024-07-09,1.98,-0.38,2.35
"Seglaregatan 35",Majorna,Göteborg,Lägenhet,Bostadsrätt,4,3,0,Yes,Yes,91.8,0,0,1951-2000,7993.00,2760.00,2024-07-09,3.45,0.00,3.45
"Norsgatan 6A",Leksand,Leksand,Lägenhet,Bostadsrätt,2,1,2,No,Yes,65,0,0,1951-2000,4113.00,4836.00,2024-07-09,1.00,0.51,0.49
"Ekängsgränd 1",TyresöStrand,Tyres,Lägenhet,Bostadsrätt,4,2,3,Yes,Yes,93,0,0,2011-present,5164.00,6480.00,2024-07-09,4.30,0.01,4.29
"Byggmästargatan 9c",Uppsala,Uppsal,Lägenhet,Bostadsrätt,2,2,3,No,Yes,66,0,0,1951-2000,3486.00,13750.00,2024-07-09,1.80,0.01,1.79
"Östersundsgatan 2",VällingbyParkstad/Råcksta,Stockholm,Lägenhet,Bostadsrätt,2,4,4,Yes,Yes,46,0,0,2011-present,3202.00,3600.00,2024-07-09,2.35,-0.05,2.40
"Pastellvägen 10",Blåsut,Stockholm,Lägenhet,Bostadsrätt,2,0,0,No,Yes,55,0,0,2011-present,3420.00,13750.00,2024-07-09,3.00,0.38,2.62
"Häggatan 10",ÅbyÄngar,Vallentun,Lägenhet,Bostadsrätt,2,2,2,No,Yes,54,0,0,2011-present,4925.00,13750.00,2024-07-09,2.00,0.11,1.89
"Gubbkärrsvägen 15",BROMMA,Stockholm,Lägenhet,Bostadsrätt,4,0,0,No,Yes,98,0,0,2011-present,4266.00,13750.00,2024-07-09,4.85,0.15,4.70
"Köpenhamnsvägen 41C",Erikslust/Slottsstaden,Malm,Lägenhet,Bostadsrätt,3,4,7,Yes,Yes,78.5,0,0,1951-2000,6199.00,4000.00,2024-07-09,3.20,-0.17,3.37
"Stockholmsgatan 44c",Bagaregården,Göteborg,Lägenhet,Bostadsrätt,1,2,3,No,No,39,0,0,1900-1950,3125.00,13750.00,2024-07-09,2.20,0.13,2.07
"Kolonigatan 9D",LandalaEgnahem,Göteborg,Lägenhet,Bostadsrätt,1,2,4,No,No,38,0,0,1900-1950,2435.00,3450.00,2024-07-09,2.30,0.30,2.00
"Herrgårdsvägen 30",CentralaVäsby,UpplandsVäsb,Lägenhet,Bostadsrätt,1,6,7,Yes,Yes,33.5,0,0,1951-2000,3462.00,13750.00,2024-07-09,1.25,-0.11,1.36
"Tegnérsgatan 22",Lorensberg,Göteborg,Lägenhet,Bostadsrätt,1,1,5,Yes,No,40,0,0,1900-1950,2210.00,7560.00,2024-07-09,2.99,-0.22,3.21
"Österled 5 B",Äsperöd,Uddevall,Lägenhet,Bostadsrätt,1,1,3,No,No,41.5,0,0,1951-2000,2541.00,13750.00,2024-07-09,0.63,-0.03,0.65
"Nordhemsgatan 10",Linnéstaden,Göteborg,Lägenhet,Bostadsrätt,1,3,0,Yes,No,35,0,0,2011-present,2677.00,6380.00,2024-07-09,2.80,0.03,2.77
"Harpsundsvägen 86A",Högdalen,Stockholm,Lägenhet,Bostadsrätt,3,0,0,No,Yes,69,0,0,2011-present,4266.00,13750.00,2024-07-09,2.70,0.26,2.44
"Lysviksgatan 15",Farsta,Stockholm,Lägenhet,Bostadsrätt,2,0,0,No,Yes,56,0,0,2011-present,11200.00,13750.00,2024-07-09,2.45,0.05,2.40
"Lavettvägen 44",Rissne,Sundbyberg,Lägenhet,Bostadsrätt,4,1,3,Yes,Yes,96.7,0,0,2011-present,4266.00,13750.00,2024-07-09,3.00,0.08,2.92
"Riddaregatan 18C",Funkabo,Kalma,Lägenhet,Bostadsrätt,2,2,3,No,Yes,59,0,0,1951-2000,3194.00,2400.00,2024-07-09,0.90,0.00,0.90
"Essingetorget 40",StoraEssingen,Stockholm,Lägenhet,Bostadsrätt,1,2,3,No,No,22,0,0,1900-1950,1561.00,4800.00,2024-07-09,2.00,0.06,1.94
"Norrbackagatan 31",Vasastan,Stockholm,Lägenhet,Bostadsrätt,4,0,0,No,No,155,0,0,2011-present,4266.00,13750.00,2024-07-11,19.98,0.63,19.35
"Tulpangatan 2",Fosiedal,Malm,Lägenhet,Bostadsrätt,2,8,9,Yes,No,48.5,0,0,1951-2000,3653.00,3000.00,2024-07-11,0.88,-0.10,0.98
"Kostervägen 2B, 2tr",Lidingö/Baggeby,Liding,Lägenhet,Bostadsrätt,3,2,2,No,No,66,0,0,1951-2000,3722.00,13750.00,2024-07-10,3.30,-0.02,3.32
"Norra Sjöbogatan 48",Sjöbo,Borå,Lägenhet,Bostadsrätt,2,1,0,No,No,54,0,0,2011-present,16068.00,13750.00,2024-07-10,0.45,0.04,0.41
"Erik Dahlbergsvägen 81B",Centrum,Karlshamn,Lägenhet,Bostadsrätt,2,1,3,No,No,55,0,0,1900-1950,3426.00,4020.00,2024-07-10,0.93,0.04,0.89
"Grengatan 5D",Sjöbo,Sjöb,Lägenhet,Bostadsrätt,2,1,3,No,No,59,0,0,1951-2000,4714.00,4278.00,2024-07-10,0.60,-0.05,0.64
"Åsenvägen 23",Ucklum,Stenungsund,Lägenhet,Bostadsrätt,2,1,2,No,No,67.8,0,0,1951-2000,4598.00,13750.00,2024-07-10,1.25,-0.05,1.30
"Grinneberget 3D",Dyrön,Tjörn,Lägenhet,Bostadsrätt,2,1,2,No,No,59.5,0,0,1900-1950,4429.00,7400.00,2024-07-10,2.00,0.00,2.00
"Torggatan 23 I",Vara,Var,Lägenhet,Bostadsrätt,2,1,2,No,No,64,0,0,1951-2000,4032.00,3700.00,2024-07-10,0.48,0.09,0.39
"Talluddsvägen 7E",Björknäs,Nack,Lägenhet,Bostadsrätt,3,3,3,No,No,69,0,0,1951-2000,5463.00,2196.00,2024-07-10,2.25,-0.08,2.33
"Kungsängsgatan 1 A",Salatätort,Sal,Lägenhet,Bostadsrätt,1,1,3,No,No,38,0,0,1951-2000,3037.00,6552.00,2024-07-10,0.75,-0.08,0.83
"Kastellvägen 12",Hudiksvall,Hudiksvall,Lägenhet,Bostadsrätt,3,4,5,Yes,No,81,0,0,2011-present,5642.00,1152.00,2024-07-10,3.00,-0.12,3.12
