House_Name,Location,Municipality,House_type,Release_form,Rooms,Floor,Total_no_Floors,Lift,Balcony,Living_area,Plot_area,Other_area,Built_on,Charge,Operating_cost,Sold_date,Starting_price,Price_Change,Final_Price
"Furustigen 27",Sandskogen,Ystad,Fritidshus,Annat,3,0,0,No,No,53.2,19,0,2011-present,2594.00,15164.00,2024-05-27,1.90,0.76,1.15
"Djurgårdsvägen 2",Bokenäs,Uddevall,Fritidshus,Äganderätt,2,0,0,No,No,76,0,0,2011-present,2594.00,6360.00,2024-05-27,1.40,-0.10,1.49
"Älgvägen 5",Åhus,Kristianstad,Fritidshus,Äganderätt,3,0,0,No,No,49,0,10,1900-1950,2594.00,25152.00,2024-05-27,3.00,-0.10,3.09
"Tångeberg Björkudden 1",Sölje,Arvik,Fritidshus,Äganderätt,2,0,0,No,No,23,0,0,1951-2000,2594.00,7740.00,2024-05-27,1.95,-0.08,2.03
"Hedersklänningen 1",Spillersboda,Norrtälj,Fritidshus,Äganderätt,4,0,0,No,No,84,0,0,1900-1950,2594.00,25800.00,2024-05-27,10.00,0.00,10.00
"Kung Sverres väg 12",Svanesund,Orus,Fritidshus,Äganderätt,2,0,0,No,No,45,0,0,1951-2000,2594.00,21164.00,2024-05-27,1.95,-0.05,2.00
Vattungen,Kalixskärgård,Kali,Fritidshus,Annat,0,0,0,No,No,76,0,0,2011-present,2594.00,6360.00,2024-05-27,0.55,0.00,0.55
"Kvarntorpsvägen 34D",Näsbypark,Täb,Parhus,Äganderätt,6,0,0,No,No,143,350,0,1951-2000,2594.00,6360.00,2024-06-02,10.45,0.05,10.40
"Ulvsundavägen 20",BrommaUlvsunda,Stockholm,Parhus,Äganderätt,5,0,0,No,No,105,413,50,1900-1950,2594.00,34579.00,2024-06-02,9.10,1.10,8.00
"Myntvägen 1",Knäckekärr,Trelleborg,Parhus,Äganderätt,5,0,0,No,No,129,264.1,31,1951-2000,2594.00,30901.00,2024-06-02,4.10,0.00,4.10
"Frennarps bygata 139",Frennarp,Halmstad,Parhus,Äganderätt,4,0,0,No,No,139,255.7,0,1951-2000,2594.00,27209.00,2024-06-02,3.48,0.00,3.48
"Räfsevägen 13",Sund/Buskviken,Värmd,Parhus,Bostadsrätt,4,0,0,No,No,106,0,0,2011-present,2594.00,6360.00,2024-06-01,3.80,0.06,3.74
"Blåsarevägen 17",Krikonbacken,Nyköping,Parhus,Bostadsrätt,7,0,0,No,No,154,0,0,2011-present,2594.00,6360.00,2024-06-01,2.80,-0.15,2.94
"Granshultsvägen 4",Bankeryd,Jönköping,Parhus,Bostadsrätt,3,0,0,No,No,81,0,0,1951-2000,2594.00,6360.00,2024-06-01,1.90,-0.15,2.04
"Solbacka Strandväg 40B",SolbackaStrand,Norrtälj,Parhus,Bostadsrätt,5,0,0,No,No,140,20,0,2011-present,2594.00,34800.00,2024-05-31,4.90,-0.20,5.10
"Johan Marméns Väg 20",Alunda,Östhammar,Parhus,Bostadsrätt,5,0,0,No,No,120.5,0,0,1951-2000,2594.00,6360.00,2024-05-31,1.10,0.07,1.03
"Mjölnare Sjöbergs väg 16",Glommen,Falkenberg,Parhus,Bostadsrätt,5,0,0,No,No,144,20,0,2011-present,2594.00,38700.00,2024-05-31,3.30,-0.20,3.49
"Myrtenstigen 5C",Älvsjö/Långsjö,Stockholm,Parhus,Bostadsrätt,5,0,0,No,No,122,0,0,2011-present,2594.00,6360.00,2024-05-31,7.70,0.51,7.19
"Munkkärrsvägen 22B",Eriksvik,Nack,Parhus,Bostadsrätt,4,0,0,No,No,110.6,0,0,2011-present,2594.00,6360.00,2024-05-31,4.50,0.16,4.34
"Sleipnergatan 12",FÄRJESTADEN,Mörbylång,Parhus,Äganderätt,5,0,0,No,No,120,515,0,1951-2000,2594.00,45789.00,2024-05-31,1.70,-0.37,2.07
"Strandstigen 11",Herserud,Liding,Parhus,Äganderätt,5,0,0,No,No,163,359,24,1951-2000,2594.00,50500.00,2024-05-31,18.90,2.60,16.30
"Vårbrisvägen 74",Tallboda,Linköping,Parhus,Bostadsrätt,4,0,0,No,No,103.8,20,0,2011-present,2594.00,22836.00,2024-05-30,3.40,-0.10,3.49
"Hemmings väg 41A",Väsjön,Sollentun,Parhus,Bostadsrätt,5,0,0,No,No,144,0,17,2011-present,2594.00,6360.00,2024-05-30,6.00,0.05,5.95
"Anders Pålssons väg 11b",Klågerup,Svedal,Parhus,Bostadsrätt,6,0,0,No,No,123,20,0,2011-present,2594.00,35451.00,2024-05-30,3.30,-0.12,3.42
"Ropgränd 101",Skarpäng,Täb,Parhus,Äganderätt,5,0,0,No,No,135,350,0,1951-2000,2594.00,58500.00,2024-05-30,6.45,0.50,5.95
"Myrängsvägen 47",Myrängen,Hudding,Parhus,Äganderätt,6,0,0,No,No,142,223,24,2011-present,2594.00,6360.00,2024-05-30,4.70,0.41,4.29
"Järnvägsgatan 8",Limhamn,Malm,Parhus,Äganderätt,6,0,0,No,No,106,155,23,1900-1950,2594.00,33995.00,2024-05-30,6.60,0.53,6.07
"Björnmossevägen 51",Kälvesta,Stockholm,Parhus,Tomträtt,5,0,0,No,No,136,395,23,1951-2000,2594.00,44622.00,2024-05-30,4.85,-0.10,4.95
"Villagatan 6B",GustavsbergHästhagen,Värmd,Parhus,Äganderätt,5,0,0,No,No,118,488,0,1900-1950,2594.00,56900.00,2024-05-29,7.20,-0.65,7.85
"Meijerfeldts väg 7",Näsbypark,Täb,Parhus,Äganderätt,5,0,0,No,No,130,428,7.5,1951-2000,2594.00,42407.00,2024-05-29,9.49,0.61,8.88
"Gränsgatan 36A",Österlid,Trelleborg,Parhus,Äganderätt,4,0,0,No,No,114,378,0,1951-2000,2594.00,38790.00,2024-05-29,3.30,-0.42,3.72
"Naturstensvägen 69",Mölnlycke,Härryd,Parhus,Äganderätt,4,0,0,No,No,100,240,0,2001-2010,2594.00,41000.00,2024-05-29,5.80,-0.25,6.05
"Videsparvsgatan 1",Billesholm,Bjuv,Parhus,Bostadsrätt,4,0,0,No,No,109,0,19,1951-2000,2594.00,6360.00,2024-05-29,1.13,0.00,1.13
"Högbygatan 39A",Ljungsbro,Linköping,Parhus,Äganderätt,4,0,0,No,No,113,289,0,1951-2000,2594.00,6600.00,2024-05-29,1.75,0.06,1.69
"Järlastigen 5A",Vikdalen,Nack,Parhus,Äganderätt,5,0,0,No,No,116,225,0,1951-2000,2594.00,53930.00,2024-05-29,9.00,0.86,8.14
"Barents Väg 78",Vega,Haning,Parhus,Bostadsrätt,5,0,0,No,No,76,105,0,2011-present,2594.00,6360.00,2024-05-29,5.00,0.00,5.00
"Flottiljvägen 127",RikstensFriluftsstad,Botkyrk,Parhus,Äganderätt,5,0,0,No,No,135,462,0,2001-2010,2594.00,29292.00,2024-05-29,5.70,-0.92,6.62
"Bergavägen 4D",Berga,Danderyd,Parhus,Äganderätt,5,0,0,No,No,139,425,32,1951-2000,2594.00,32261.00,2024-05-29,9.25,0.50,8.75
"Kyrkallén 26",Köpingsvik,Borgholm,Parhus,Äganderätt,4,0,0,No,No,118,450,13,2011-present,2594.00,6360.00,2024-05-29,2.50,0.21,2.29
"Morkullestråket 18B",Margretelund,Österåker,Parhus,Bostadsrätt,5,0,0,No,No,105,20,0,2011-present,2594.00,39804.00,2024-05-29,3.00,0.00,3.00
"Dag Hammarskjölds väg 244A",Sunnersta,Uppsal,Parhus,Äganderätt,5,0,0,No,No,135,750,0,2011-present,2594.00,43791.00,2024-05-29,5.95,0.15,5.80
"Tomtestigen 20",Korpholmen,Värmd,Parhus,Bostadsrätt,4,0,0,No,No,105,20,0,2011-present,2594.00,6360.00,2024-05-29,5.35,-0.15,5.50
"Kaprifolvägen 54",Steningehöjden,Sigtun,Parhus,Äganderätt,5,0,0,No,No,147,396,0,2011-present,2594.00,71100.00,2024-05-29,5.30,0.00,5.30
"Adelas väg 21A",Bredvik,Växj,Parhus,Bostadsrätt,5,0,0,No,No,105,20,0,2011-present,2594.00,24000.00,2024-05-29,2.58,-0.18,2.75
"Gjutarvägen 46",Kolmården,Norrköping,Parhus,Äganderätt,6,0,0,No,No,124,0,312,2011-present,2594.00,6360.00,2024-05-28,2.65,0.20,2.45
"Vittrornas väg 44",Älvängen,Al,Parhus,Bostadsrätt,5,0,0,No,No,117,0,0,2011-present,2594.00,6360.00,2024-05-28,3.20,0.00,3.20
"Erikslundsvägen 74",Erikslund,Täb,Parhus,Äganderätt,7,0,0,No,No,165,186,0,1951-2000,2594.00,26584.00,2024-05-28,6.50,0.00,6.50
"Knektvägen 43D",Stäket,Järfäll,Parhus,Bostadsrätt,5,0,0,No,No,133,0,4.7,2011-present,2594.00,6360.00,2024-05-28,5.10,0.00,5.10
"Vattmyragränd 55",Vattmyra,Järfäll,Parhus,Bostadsrätt,4,0,0,No,No,107.5,19,0,2011-present,2594.00,29590.00,2024-05-28,3.19,0.00,3.19
"Målarevägen 8B",Tanumshede,Tanum,Parhus,Äganderätt,5,0,0,No,No,142,353,0,2001-2010,2594.00,57440.00,2024-05-27,2.00,-0.30,2.29
"Geodetgatan 22 B",SödraHemlingby,Gävl,Parhus,Bostadsrätt,4,0,0,No,No,128,0,0,2011-present,2594.00,6360.00,2024-05-27,3.35,0.00,3.35
"Björnkärrsvägen 13",Kärradal,Varberg,Tomt,Äganderätt,0,0,0,No,No,76,0,0,2011-present,2594.00,6360.00,2024-06-02,1.90,0.01,1.89
"Orlunda 2:3",Orlunda,Vadsten,Tomt,Äganderätt,0,0,0,No,No,76,0,0,2011-present,2594.00,6360.00,2024-06-01,1.30,-0.10,1.39
"Norra åsta 523",Lillkyrka,Örebr,Tomt,Äganderätt,0,0,0,No,No,76,0,0,2011-present,2594.00,6360.00,2024-05-31,0.40,0.00,0.40
"Norrfjärden Södra Storstrandsvägen 6",Gnarp,Nordanstig,Tomt,Äganderätt,0,0,0,No,No,76,0,0,2011-present,2594.00,6360.00,2024-05-31,0.50,-0.08,0.58
"Strandvägen 35B",FäringsöGamlaStenhamra,Eker,Tomt,Äganderätt,0,0,0,No,No,76,0,0,2011-present,2594.00,6360.00,2024-05-30,4.50,-0.50,4.99
"Tomt i Båberg",Båberg,Vänersborg,Tomt,Äganderätt,0,0,0,No,No,76,0,0,2011-present,2594.00,6360.00,2024-05-30,0.59,-0.05,0.63
"Skällebred 1:17",Ljungskile,Uddevall,Tomt,Äganderätt,0,0,0,No,No,76,0,0,2011-present,2594.00,6360.00,2024-05-29,0.35,-0.05,0.40
"Nordanskogsvägen 53",Arkösund,Norrköping,Tomt,Äganderätt,0,0,0,No,No,76,0,0,2011-present,2594.00,6360.00,2024-05-29,1.10,-0.16,1.25
"Svanvägen 3",Boholmarna,Kalma,Tomt,Äganderätt,0,0,0,No,No,76,0,0,2011-present,2594.00,6360.00,2024-05-29,4.98,-0.48,5.45
"Stripplekärr 407",Bohuslän,Stenungsund,Tomt,Äganderätt,0,0,0,No,No,76,0,0,2011-present,2594.00,6360.00,2024-05-28,2.84,-2.14,4.98
"M/S Annis väg 2",Djupekås,Sölvesborg,Tomt,Äganderätt,0,0,0,No,No,76,0,0,2011-present,2594.00,6360.00,2024-05-28,0.70,0.00,0.70
"Skogsstigen 24",Hammerdal,Strömsund,Kedjehus,Äganderätt,5,0,0,No,No,113,517,16,1951-2000,2594.00,31108.00,2024-05-31,0.50,-0.08,0.58
"Kastvindsvägen 46",Tallboda,Linköping,Kedjehus,Äganderätt,5,0,0,No,No,141,393,0,2001-2010,2594.00,34353.00,2024-05-31,5.20,-0.40,5.59
"Kikarvägen 18",Viksjö,Järfäll,Kedjehus,Äganderätt,5,0,0,No,No,120,630,50,1951-2000,2594.00,44872.00,2024-05-31,4.60,0.02,4.58
"Dragarbacken 1A",Barrsätra,Sandviken,Kedjehus,Äganderätt,4,0,0,No,No,135,330,130,1951-2000,2594.00,53264.00,2024-05-31,1.85,0.05,1.80
"Kornvägen 24",Häsängen,Karlskog,Kedjehus,Äganderätt,6,0,0,No,No,148,765,50,1951-2000,2594.00,56035.00,2024-05-31,1.40,-0.05,1.44
"Schäfervägen 1A",Simremarken,Trelleborg,Kedjehus,Äganderätt,3,0,0,No,No,83,940,11,1900-1950,2594.00,16753.00,2024-05-31,2.68,0.00,2.68
"Vinlandsgatan 12",NyaLinero,Lund,Kedjehus,Äganderätt,5,0,0,No,No,139,393,8,2011-present,2594.00,27807.00,2024-05-31,6.50,-0.10,6.60
"Granskogsvägen 64",HässelbyVillastad,Stockholm,Kedjehus,Tomträtt,4,0,0,No,No,96,353,0,1951-2000,2594.00,33131.00,2024-05-31,4.15,-0.17,4.32
"Svedjevägen 35",Rudboda,Liding,Kedjehus,Äganderätt,6,0,0,No,No,149,343,41,1951-2000,2594.00,55307.00,2024-05-30,10.95,0.00,10.95
"Kärnmakaregatan 42",Berga,Linköping,Kedjehus,Äganderätt,6,0,0,No,No,154,601,0,1951-2000,2594.00,30567.00,2024-05-30,4.00,-0.20,4.19
"Ritarvägen 24",Hälsingberg,Fal,Kedjehus,Äganderätt,5,0,0,No,No,106,480,14,1951-2000,2594.00,33452.00,2024-05-30,2.80,0.00,2.80
"Flugvägen 22",Ryd,Skövd,Kedjehus,Äganderätt,6,0,0,No,No,150,403,0,1951-2000,2594.00,45725.00,2024-05-30,2.80,-0.06,2.86
"Hedemoravägen 55",Viby,Sollentun,Kedjehus,Äganderätt,4,0,0,No,No,127,348,0,1951-2000,2594.00,44155.00,2024-05-29,5.50,-0.15,5.65
"Smaragdvägen 107",Bomhus,Gävl,Kedjehus,Tomträtt,0,0,0,No,No,124,634,0,1951-2000,2594.00,58137.00,2024-05-29,2.90,0.00,2.90
"Skogsvägen 28",VästraJakobsberg,Järfäll,Kedjehus,Äganderätt,4,0,0,No,No,97,418,11,1951-2000,2594.00,36263.00,2024-05-29,3.70,-0.45,4.14
"Mistelvägen 20",Älmhult,Älmhult,Kedjehus,Äganderätt,5,0,0,No,No,123,398,0,1951-2000,2594.00,64704.00,2024-05-29,2.00,-0.34,2.33
"Smultronstigen 39",Holmsund,Ume,Kedjehus,Äganderätt,4,0,0,No,No,140,434,0,1951-2000,2594.00,29649.00,2024-05-29,2.60,0.00,2.60
"Söravägen 215",Söra,Österåker,Kedjehus,Äganderätt,6,0,0,No,No,120,219,0,1951-2000,2594.00,43408.00,2024-05-29,3.50,-0.12,3.61
"Lillhamragatan 14A",Lillhamra,Västerå,Kedjehus,Äganderätt,6,0,0,No,No,139,347,33,2011-present,2594.00,51151.00,2024-05-29,5.65,0.00,5.65
"Fagerängsgatan 37",Falköping,Falköping,Kedjehus,Äganderätt,6,0,0,No,No,156,414,0,1951-2000,2594.00,51822.00,2024-05-29,3.08,-0.28,3.35
"Valögatan 6",Rydebäck,Helsingborg,Kedjehus,Äganderätt,6,0,0,No,No,170,299,0,1951-2000,2594.00,37934.00,2024-05-29,4.95,-0.05,5.00
"Bråvallagränd 3",Skälby,Järfäll,Kedjehus,Äganderätt,5,0,0,No,No,146,350,4,2011-present,2594.00,29500.00,2024-05-29,7.75,-0.25,8.00
"Gustavsbergsvägen 6",Geresta,Härnösand,Kedjehus,Äganderätt,6,0,0,No,No,173,552,6,1951-2000,2594.00,44765.00,2024-05-29,1.98,0.01,1.97
"Kristinebergsgatan 9F",Kristineberg,Mor,Kedjehus,Äganderätt,5,0,0,No,No,88,292,46,1951-2000,2594.00,42605.00,2024-05-28,2.20,-0.10,2.30
"Atfares väg 11",Gillbo,Sollentun,Kedjehus,Äganderätt,5,0,0,No,No,166,420,15,1951-2000,2594.00,31743.00,2024-05-28,7.00,1.05,5.95
"Atfares väg 11",Gillbo,Sollentun,Kedjehus,Äganderätt,5,0,0,No,No,166,420,15,1951-2000,2594.00,31743.00,2024-05-28,7.00,1.05,5.95
"Tubvägen 7",Mobacken,Skellefte,Kedjehus,Äganderätt,7,0,0,No,No,144,610,28,1951-2000,2594.00,46535.00,2024-05-28,3.80,-0.15,3.94
"Vitmossavägen 10",Grums,Grum,Kedjehus,Äganderätt,5,0,0,No,No,119,448,0,1951-2000,2594.00,33984.00,2024-05-28,1.40,-0.10,1.49
"Planetgatan 10",Mickedala,Halmstad,Kedjehus,Äganderätt,5,0,0,No,No,115,474.9,33,1951-2000,2594.00,34543.00,2024-05-28,3.45,-0.15,3.60
"Tygelvägen 14",Sätra,Gävl,Kedjehus,Tomträtt,4,0,0,No,No,118,433,65,1951-2000,2594.00,43038.00,2024-05-27,2.00,-0.20,2.19
"Färsnagatan 5a",Färsna,Norrtälj,Lägenhet,Bostadsrätt,4,1,2,No,Yes,81,0,0,2011-present,5537.00,13750.00,2024-07-10,2.30,0.19,2.11
"Åbjörnsgatan 38e",Gyllenfors,Gislaved,Lägenhet,Bostadsrätt,2,1,2,No,Yes,61.4,0,0,1951-2000,4970.00,13750.00,2024-07-10,0.30,-0.06,0.36
"Ymergatan 15 E",Fålhagen,Uppsal,Lägenhet,Bostadsrätt,1,1,3,No,Yes,39.5,0,0,1900-1950,2571.00,4680.00,2024-07-10,2.00,-0.10,2.09
"Kubikenborgsgatan 15 B",Kubikenborg,Sundsvall,Lägenhet,Bostadsrätt,1,0,3,No,Yes,38.5,0,0,1951-2000,2852.00,8568.00,2024-07-10,0.40,0.00,0.40
"Neptungatan 4",ÖsterMälarstrand,Västerå,Lägenhet,Bostadsrätt,2,1,0,Yes,Yes,54,0,0,2011-present,3427.00,11256.00,2024-07-10,2.40,-0.15,2.54
"Dansbanevägen 11 - Högst upp",Centralt,Österåker,Lägenhet,Bostadsrätt,2,5,5,Yes,Yes,61,0,0,2011-present,4226.00,13750.00,2024-07-10,2.50,0.00,2.50
"Storgatan 43H",Davidshall,Malm,Lägenhet,Bostadsrätt,3,6,6,Yes,Yes,93,0,0,1900-1950,6613.00,7843.00,2024-07-10,6.50,0.03,6.47
"Porlabacken 37",Hagsätra,Stockholm,Lägenhet,Bostadsrätt,3,2,3,No,Yes,70,0,0,1951-2000,5363.00,3000.00,2024-07-10,1.70,0.11,1.59
"Fastlagsgatan 17",Kortedala,Göteborg,Lägenhet,Bostadsrätt,3,2,8,Yes,Yes,66.5,0,0,1951-2000,6212.00,13750.00,2024-07-10,1.70,-0.05,1.74
"Norrbäcksgatan 17",Kroksbäck,Malm,Lägenhet,Bostadsrätt,3,8,8,Yes,Yes,87.5,0,0,1951-2000,6094.00,13750.00,2024-07-10,1.80,0.00,1.80
"Gustav Garvares gata 3B",Haga,Ume,Lägenhet,Bostadsrätt,2,2,3,No,Yes,55.5,0,0,1900-1950,3654.00,13750.00,2024-07-10,2.00,0.00,2.00
"Biblioteksgången 2",TäbyCentrum,Täb,Lägenhet,Bostadsrätt,1,7,8,Yes,Yes,48,0,0,1951-2000,3103.00,5000.00,2024-07-10,2.50,-0.05,2.54
"Särstavägen 3B",Knivsta,Knivst,Lägenhet,Bostadsrätt,2,2,3,No,Yes,55.9,0,0,2011-present,4800.00,13750.00,2024-07-10,1.70,-0.13,1.83
"Trädgårdsgärdet 182",Angered,Göteborg,Lägenhet,Bostadsrätt,4,4,4,Yes,Yes,113,0,0,1951-2000,7665.00,14700.00,2024-07-10,1.60,-0.03,1.62
"Malgomajvägen 9",Årsta,Stockholm,Lägenhet,Bostadsrätt,2,2,3,No,Yes,57,0,0,1900-1950,3859.00,6800.00,2024-07-10,2.90,0.24,2.66
"Torsplan 10, vån 13",Vasastan/Hagastaden,Stockholm,Lägenhet,Bostadsrätt,3,0,0,Yes,Yes,92,0,0,2011-present,7720.00,13750.00,2024-07-10,12.00,0.80,11.20
"Storgatan 111",Älvsbacka,Skellefte,Lägenhet,Bostadsrätt,2,1,5,Yes,Yes,48,0,0,2011-present,4400.00,1800.00,2024-07-10,1.55,0.00,1.55
"Plantagegatan 3A",Linné,Göteborg,Lägenhet,Bostadsrätt,2,4,7,Yes,Yes,61,0,0,1951-2000,3419.00,7560.00,2024-07-10,2.95,0.75,2.20
"Västergatan 29A",Haga,Sundsvall,Lägenhet,Bostadsrätt,1,2,3,No,Yes,36,0,0,1951-2000,2299.00,2520.00,2024-07-10,0.80,-0.02,0.82
"Pingstvägen 44, 3 tr.",Midsommarkransen/Telefonplan,Stockholm,Lägenhet,Bostadsrätt,1,3,3,No,No,35,0,0,1900-1950,3206.00,5412.00,2024-07-10,2.60,0.00,2.60
"Björcksgatan 30C",Kålltorp,Göteborg,Lägenhet,Bostadsrätt,4,0,0,No,No,112,0,0,2011-present,8300.00,13750.00,2024-07-10,4.50,0.01,4.49
"Havstenavägen 13 C",Havstena,Skövd,Lägenhet,Bostadsrätt,3,2,3,No,Yes,77.5,0,0,1951-2000,4510.00,5500.00,2024-07-10,1.40,0.07,1.33
"Slättängsgatan 27 A",LommaTätort,Lomm,Lägenhet,Bostadsrätt,3,4,4,No,Yes,85.5,0,0,1951-2000,6301.00,7848.00,2024-07-10,2.60,-0.17,2.77
"Ångfärjekajen 22",Varvsstaden,Malm,Lägenhet,Bostadsrätt,3,5,0,Yes,Yes,74,0,0,2011-present,5029.00,13750.00,2024-07-10,4.40,0.00,4.40
"Knapegatan 5A",CentralaHisingen,Göteborg,Lägenhet,Bostadsrätt,2,1,3,No,No,44,0,0,1900-1950,3185.00,7200.00,2024-07-10,1.80,0.00,1.80
"Kulladalsgatan 6C",Kulladal,Malm,Lägenhet,Bostadsrätt,2,5,8,Yes,Yes,62,0,0,1951-2000,4057.00,2220.00,2024-07-10,1.50,0.00,1.50
"Industrigatan 15B",Högbrunn,Nyköping,Lägenhet,Bostadsrätt,2,3,3,No,Yes,56.5,0,0,1951-2000,3874.00,7044.00,2024-07-10,1.10,-0.11,1.21
"Kavaljersgatan 17",HisingsBacka,Göteborg,Lägenhet,Bostadsrätt,3,2,3,No,Yes,74.3,0,0,1951-2000,5755.00,13750.00,2024-07-10,1.78,0.13,1.65
"Ostindiefararen 65",Eriksberg,Göteborg,Lägenhet,Bostadsrätt,3,1,9,Yes,Yes,95,0,0,2001-2010,5425.00,4860.00,2024-07-10,6.00,0.31,5.69
"Einar Hansens Esplanad 34",VästraHamnen,Malm,Lägenhet,Bostadsrätt,2,4,7,Yes,Yes,54,0,0,2011-present,4456.00,13750.00,2024-07-10,2.43,-0.10,2.53
"Annebergsgatan 10C",Borgmästaregården,Malm,Lägenhet,Bostadsrätt,4,8,8,Yes,Yes,108.5,0,0,1951-2000,7414.00,7040.00,2024-07-10,2.90,0.51,2.39
"Staketgatan 9",CentralaGävle,Gävl,Lägenhet,Bostadsrätt,2,2,5,Yes,No,92,0,0,"Before 1900s",4921.00,6683.00,2024-07-10,2.30,0.26,2.04
"Fältjägarvägen 36A",Prästbordet,Skellefte,Lägenhet,Bostadsrätt,1,2,3,No,No,26.5,0,0,1951-2000,2083.00,7002.00,2024-07-10,0.70,0.11,0.59
"Mariehemsvägen 90",Mariestrand,Ume,Lägenhet,Bostadsrätt,2,8,9,Yes,Yes,58.5,0,0,2011-present,3987.00,13750.00,2024-07-10,1.80,0.11,1.69
"Hovsgatan 11 A",Centrum,Härnösand,Lägenhet,Bostadsrätt,3,2,3,No,Yes,66,0,0,1900-1950,4403.00,1800.00,2024-07-10,0.65,0.00,0.65
"Svartbäcksgatan 87B",Svartbäcken,Uppsal,Lägenhet,Bostadsrätt,2,3,3,No,Yes,54,0,0,1900-1950,3865.00,7464.00,2024-07-10,1.90,-0.05,1.94
"Mårtensgatan 6 A",Ljusdal,C,Lägenhet,Bostadsrätt,3,2,3,No,Yes,75.5,0,0,1951-2000,4324.00,4800.00,2024-07-10,0.93,0.13,0.80
"Bassängkajen 26",Varvsstaden,Malm,Lägenhet,Bostadsrätt,1,5,7,Yes,Yes,29.4,0,0,2011-present,3320.00,3732.00,2024-07-10,1.69,-0.04,1.73
"Björkebogatan 10K",Tomelilla,Tomelill,Lägenhet,Bostadsrätt,3,2,2,No,Yes,82,0,0,1951-2000,5796.00,13750.00,2024-07-10,0.90,-0.08,0.97
"Solhöjdsgatan 9",Varvsstaden,Malm,Lägenhet,Bostadsrätt,3,7,7,Yes,Yes,89,0,0,2011-present,6121.00,7720.00,2024-07-10,6.50,-0.05,6.54
"Blekegatan 1, vån. 6",Liljehholmskajen,Stockholm,Lägenhet,Bostadsrätt,3,6,0,Yes,Yes,89,0,0,2001-2010,4032.00,7200.00,2024-07-10,6.50,0.41,6.09
"Stockholmsgatan 40P",Bagaregården,Göteborg,Lägenhet,Bostadsrätt,2,3,3,No,No,64.5,0,0,1900-1950,4691.00,9360.00,2024-07-10,3.75,0.00,3.75
"Fyrislundsgatan 36",Årsta,Uppsal,Lägenhet,Bostadsrätt,3,3,6,Yes,Yes,85.5,0,0,1951-2000,4916.00,4040.00,2024-07-10,2.20,0.00,2.20
"Hannes Alfvéns gata 5",Vallastaden,Linköping,Lägenhet,Bostadsrätt,1,2,5,Yes,No,38,0,0,2011-present,4984.00,13750.00,2024-07-10,1.55,-0.01,1.56
"Dalgatan 28",Luthagen,Uppsal,Lägenhet,Bostadsrätt,1,3,3,No,Yes,40.5,0,0,2011-present,4266.00,13750.00,2024-07-10,1.89,0.11,1.78
"Råbyvägen 57G",Gränby,Uppsal,Lägenhet,Bostadsrätt,3,3,0,Yes,Yes,89,0,0,2011-present,4266.00,13750.00,2024-07-10,2.10,0.09,2.01
"Sofielundsvägen 37",Enskededalen,Stockholm,Lägenhet,Bostadsrätt,2,5,5,Yes,Yes,41,0,0,2011-present,3245.00,7500.00,2024-07-10,3.20,-0.10,3.29
"Idrottsvägen 4",GustavsbergPorslinskvarteren,Värmd,Lägenhet,Bostadsrätt,4,3,4,Yes,Yes,88,0,0,2011-present,4979.00,9692.00,2024-07-10,4.15,-0.16,4.31
"Oskarslundsbacken 26",Liljeholmskajen,Stockholm,Lägenhet,Bostadsrätt,4,5,6,Yes,Yes,97,0,0,2011-present,6538.00,10500.00,2024-07-10,7.00,-0.10,7.09
"Mjölnarvägen 24",Kvarnholmen,Nack,Lägenhet,Bostadsrätt,3,2,0,Yes,No,106,0,0,1900-1950,5440.00,7800.00,2024-07-10,7.00,-0.62,7.62
"Prästgårdsvägen 1A",Skoghall,Hammar,Lägenhet,Bostadsrätt,3,3,3,No,Yes,83,0,0,1951-2000,6158.00,3191.00,2024-07-10,0.80,-0.03,0.83
"Kyrkogårdsgatan 17",Druvefors,Borå,Lägenhet,Bostadsrätt,2,7,8,Yes,Yes,53,0,0,2001-2010,4161.00,4536.00,2024-07-10,2.20,-0.20,2.39
"Tullgarnsgatan 16",Kungsängen,Uppsal,Lägenhet,Bostadsrätt,3,1,6,Yes,Yes,82,0,0,2011-present,5330.00,13750.00,2024-07-10,2.88,-0.08,2.95
"Ingegatan 4R",Iskällan/Centraltvidälven,Kungälv,Lägenhet,Bostadsrätt,1,2,2,No,No,48,0,0,1951-2000,3634.00,3600.00,2024-07-10,1.43,-0.33,1.75
"Frestavägen 30",Edsberg,Sollentun,Lägenhet,Bostadsrätt,3,3,4,Yes,Yes,71,0,0,2011-present,4938.00,7800.00,2024-07-10,2.65,0.00,2.65
"Vänortsgatan 7A",MölndalBosgården,Mölndal,Lägenhet,Bostadsrätt,1,3,4,No,Yes,21,0,0,1951-2000,2038.00,13750.00,2024-07-10,1.35,0.00,1.35
"Surbrunnsgatan 55",Vasastan,Stockholm,Lägenhet,Bostadsrätt,4,7,9,Yes,Yes,84,0,0,1951-2000,6992.00,5600.00,2024-07-10,8.00,-0.60,8.59
"Midsommargränd 4",Midsommarkransen,Stockholm,Lägenhet,Bostadsrätt,2,2,4,Yes,Yes,45,0,0,2001-2010,2621.00,13750.00,2024-07-10,3.50,0.13,3.37
"Ekoxvägen 10",Ultuna,Uppsal,Lägenhet,Bostadsrätt,4,2,5,Yes,Yes,79,0,0,2011-present,5617.00,5688.00,2024-07-10,2.60,0.00,2.60
