,House_Name,Location,Municipality,House_type,Release_form,Rooms,Floor,Total_no_Floors,Lift,Balcony,Living_area,Plot_area,Other_area,Built_on,Charge,Operating_cost,Sold_date,Starting_price,Price_Change,Final_Price
500,Eklanda Bäck 156,Eklanda,Mölndal,Lägenhet,Bostadsrätt,2,2,2,No,Yes,64.0,0.0,0.0,1951-2000,4332.0,6504.0,,2.6,0.11,2.49
501,Lasarettsgatan 35,Rotudden,Härnösand,Lägenhet,Bostadsrätt,2,1,2,No,Yes,65.5,0.0,0.0,1951-2000,5183.0,4080.0,,0.38,-0.01,0.39
502,Järdalavägen 102,Ekholmen,Linköping,Lägenhet,Bostadsrätt,3,6,6,Yes,Yes,72.0,0.0,0.0,1951-2000,4311.0,1200.0,,1.7,-0.05,1.74
503,Prästgårdsgatan 12A,Luthagen/Stabby,Uppsal,Lägenhet,Bostadsrätt,2,2,4,Yes,Yes,55.0,0.0,0.0,1951-2000,3618.0,4800.0,,2.1,0.22,1.88
504,"Arbetargatan 28 A, 5 tr",Kungsholmen,Stockholm,Lägenhet,Bostadsrätt,2,5,6,Yes,Yes,67.0,0.0,0.0,1951-2000,4289.0,6360.0,,5.75,0.37,5.38
505,Norrtullsgatan 30,Vasastan,Stockholm,Lägenhet,Bostadsrätt,2,5,5,Yes,Yes,28.0,0.0,0.0,1900-1950,2035.0,6360.0,,3.0,0.61,2.39
506,Hallasvängen 33C,Hallasvängen,Trelleborg,Lägenhet,Bostadsrätt,1,0,3,No,Yes,44.0,0.0,0.0,1951-2000,3044.0,780.0,,0.95,0.0,0.95
507,Furusundsgatan 14,Gärdet,Stockholm,Lägenhet,Bostadsrätt,2,6,8,Yes,Yes,40.0,0.0,0.0,1900-1950,3064.0,6000.0,,3.9,0.0,3.9
508,Johannes Magnus väg 32,Vallastaden,Linköping,Lägenhet,Bostadsrätt,1,1,4,Yes,Yes,55.0,0.0,0.0,2011-present,4448.0,4920.0,,2.0,-0.35,2.34
509,"Krukmakargatan 49, 5 tr",Högalid,Stockholm,Lägenhet,Bostadsrätt,3,5,6,Yes,Yes,74.0,0.0,0.0,1951-2000,3748.0,9724.0,,5.65,0.88,4.78
510,Tulegatan 71,CentralaSundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,2,3,3,No,Yes,43.5,0.0,0.0,1900-1950,3001.0,4492.0,,2.9,0.26,2.64
511,"Årstavägen 72, 2tr",Årsta,Stockholm,Lägenhet,Bostadsrätt,3,2,6,Yes,Yes,72.0,0.0,0.0,1900-1950,5395.0,7656.0,,3.7,0.64,3.06
512,Stora Gungans väg 19,GamlaEnskede,Stockholm,Lägenhet,Bostadsrätt,3,2,2,No,No,86.0,0.0,0.0,1900-1950,4281.0,9908.0,,6.75,0.2,6.55
513,Paradisgatan 21 A,GamlaMasthugget,Göteborg,Lägenhet,Bostadsrätt,3,2,3,No,Yes,90.0,0.0,0.0,1900-1950,6040.0,10500.0,,5.5,0.1,5.4
514,Nämndemansgården 5A,Staffanstorp,Staffanstorp,Lägenhet,Bostadsrätt,2,2,2,No,Yes,68.0,0.0,0.0,1951-2000,4666.0,5230.0,,1.6,0.0,1.6
515,Mölndalsvägen 57 A,Almedal,Göteborg,Lägenhet,Bostadsrätt,2,2,3,No,Yes,61.0,0.0,0.0,1900-1950,2687.0,4251.0,,3.0,-0.01,3.01
516,Nanna Svartz Gata 6D,Vallastaden,Linköping,Lägenhet,Bostadsrätt,1,1,4,Yes,Yes,23.3,0.0,0.0,2011-present,2225.0,960.0,,1.3,-0.1,1.4
517,Lasarettsvägen 3,Ektorp,Nack,Lägenhet,Bostadsrätt,2,2,4,Yes,Yes,60.0,0.0,0.0,2001-2010,4330.0,7440.0,,2.9,0.11,2.79
518,Övre Husargatan 41,Linnéstaden,Göteborg,Lägenhet,Bostadsrätt,4,2,8,Yes,Yes,81.0,0.0,0.0,1951-2000,5450.0,5150.0,,5.0,0.26,4.74
519,Husarviksgatan 16,NorraDjurgårdsstaden,Stockholm,Lägenhet,Bostadsrätt,4,0,0,No,Yes,123.0,0.0,0.0,2011-present,9526.0,6360.0,,14.0,0.86,13.14
520,Bäckvägen 133,Hägerstensåsen,Stockholm,Lägenhet,Bostadsrätt,2,2,4,No,Yes,43.0,0.0,0.0,1900-1950,3570.0,5500.0,,2.5,0.16,2.34
521,Tullingebergsvägen 3,Tullinge,Botkyrk,Lägenhet,Bostadsrätt,3,2,0,No,Yes,68.5,0.0,0.0,1951-2000,4182.0,6360.0,,1.7,0.16,1.54
522,Tollareslingan 50,Tollare,Nack,Lägenhet,Bostadsrätt,3,1,4,Yes,Yes,76.0,0.0,0.0,2011-present,6789.0,3840.0,,3.8,0.01,3.79
523,Sågenvägen 16,Österhaninge,Haning,Lägenhet,Bostadsrätt,2,2,3,Yes,Yes,63.0,0.0,0.0,1951-2000,3949.0,6360.0,,1.8,0.01,1.79
524,Lingvägen 101,Gubbängen,Stockholm,Lägenhet,Bostadsrätt,2,1,3,No,Yes,60.0,0.0,0.0,1951-2000,3166.0,6360.0,,2.5,0.13,2.37
525,Kvillegatan 15,CentralaHisingen,Göteborg,Lägenhet,Bostadsrätt,3,1,7,Yes,Yes,65.0,0.0,0.0,2011-present,3936.0,8400.0,,2.9,0.17,2.73
526,Sjödalsvägen 26,CentralaHuddinge,Hudding,Lägenhet,Bostadsrätt,3,4,0,Yes,Yes,79.0,0.0,0.0,1951-2000,6266.0,4500.0,,3.4,0.26,3.14
527,Förrådsvägen 40,CentralaHuddinge,Hudding,Lägenhet,Bostadsrätt,1,1,0,Yes,No,34.0,0.0,0.0,2011-present,3289.0,4500.0,,1.77,0.06,1.71
528,Kanikenäsbanken 23A,YttreHamn(kanikenäsholmen),Karlstad,Lägenhet,Bostadsrätt,2,10,12,Yes,Yes,55.0,0.0,0.0,2011-present,3428.0,2760.0,,2.5,0.0,2.5
529,Engelbrekts väg 16,Tureberg,Sollentun,Lägenhet,Bostadsrätt,2,4,6,Yes,Yes,51.5,0.0,0.0,2001-2010,3714.0,3000.0,,2.6,0.05,2.55
530,Rådmansgatan 37,Vasastan,Stockholm,Lägenhet,Bostadsrätt,1,2,5,Yes,No,26.0,0.0,0.0,1900-1950,1916.0,8150.0,,2.75,0.3,2.45
531,Jaktvägen 77,Bollstanäs,UpplandsVäsb,Lägenhet,Bostadsrätt,3,2,2,No,Yes,76.0,0.0,0.0,1951-2000,5405.0,18900.0,,2.0,-0.1,2.09
532,Gnejsvägen 64,Kolla,Kungsback,Lägenhet,Bostadsrätt,4,5,5,Yes,Yes,131.0,0.0,0.0,2011-present,7727.0,7300.0,,7.0,-0.05,7.05
533,"Korpstigen 2C, bv",Bro,Upplands-Bro,Lägenhet,Bostadsrätt,2,1,2,No,Yes,50.0,0.0,0.0,2001-2010,3668.0,4500.0,,1.55,0.0,1.55
534,"Wiboms väg 8, vån 6",VästraSkogen,Soln,Lägenhet,Bostadsrätt,4,6,10,Yes,Yes,94.0,0.0,0.0,2011-present,2594.0,6360.0,,4.8,0.89,3.91
535,Kungstensgatan 46,Vasastan,Stockholm,Lägenhet,Bostadsrätt,2,4,6,Yes,Yes,60.0,0.0,0.0,1951-2000,1490.0,16344.0,,6.4,0.51,5.89
536,Karlslundsvägen 12,Barkarbystaden,Järfäll,Lägenhet,Bostadsrätt,1,2,5,Yes,Yes,37.0,0.0,0.0,2011-present,2535.0,2700.0,,2.1,-0.12,2.22
537,Tulegatan 32A,Vasastan,Stockholm,Lägenhet,Andelibostadsförening,2,2,5,Yes,No,38.0,0.0,0.0,1900-1950,2136.0,4800.0,,4.3,0.39,3.91
538,Kungsgatan 52B,Centrum,Örebr,Lägenhet,Bostadsrätt,3,2,4,No,No,84.5,0.0,0.0,1900-1950,7324.0,6000.0,,2.6,-0.17,2.77
539,Furuhöjd 17,Älvängen,Al,Lägenhet,Bostadsrätt,1,0,2,No,Yes,38.0,0.0,0.0,2011-present,1500.0,6360.0,,1.3,0.11,1.19
540,Flygfältsvägen 13,Barkarbystaden,Järfäll,Lägenhet,Bostadsrätt,3,4,5,Yes,Yes,67.0,0.0,0.0,2011-present,2594.0,6360.0,,2.6,-0.05,2.64
